Store Number,Store Location,Address,Address Line 2,Address Line 3,City,State,Zip Code,Phone Number,Store Hours,Wireless,Services,Latitude,Longitude
8451-50199,Sugarloaf Pkwy @ Old Norcross,4825 Sugarloaf Pkwy,The Shoppes at Sugarloaf,L,Lawrenceville,GA,30044-8800,(678) 376-1272,Mon: 05:00:00-21:30:00 Tue: 05:00:00-21:30:00 Wed: 05:00:00-21:30:00 Thu: 05:00:00-21:30:00 Fri: 05:00:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 07:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.955093,-84.052463
845-1801,Marlborough,187 Boston Post Road,,,Marlborough,MA,01752-1840,(508) 485-8223,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 06:30:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,42.339345,-71.58916
8453-35539,Birkdale,16846B Birkdale Commons Pkwy,Birkdale Village,,Huntersville,NC,28078-1814,(704) 892-2557,Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:00:00-23:30:00 Sat: 05:30:00-23:30:00 Sun: 05:30:00-22:30:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.445244,-80.880399
8454-44639,796 Fifth Ave,796 5th AvenueSouth,796 Fifth Avenue,,Naples,FL,34102-5504,(239) 213-9900,Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,26.141563,-81.796555
8455-44904,205 E. Atlantic Ave.,205 E Atlantic Avenue,,,Delray Beach,FL,33444-3726,(561) 243-9332,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,26.461783,-80.070842
8456-38739,BB Downs & Richmond Park Dr.,17525 Preserve Walk Lane,,,Tampa,FL,33647-3244,(813) 866-9552,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-00:30:00 Sat: 05:00:00-00:30:00 Sun: 05:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,28.131636,-82.365394
8457-46799,Montague & Linebaugh,10118 Montague Blvd.,West Park Village Town Center,Suite #18,Tampa,FL,33626,(813) 926-4430,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,28.044105,-82.597333
8458-17095,International Mall Kiosk,2223 N. Westshore Blvd.,International Plaza,K-100,Tampa,FL,33607-1411,(813) 353-1820,Mon: 08:30:00-21:00:00 Tue: 08:30:00-21:00:00 Wed: 08:30:00-21:00:00 Thu: 08:30:00-21:00:00 Fri: 08:30:00-21:00:00 Sat: 08:30:00-21:00:00 Sun: 10:00:00-18:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,27.964502,-82.521282
8459-34859,North Hills Plaza,4421 Six Forks Road,North Hills Plaza,116,Raleigh,NC,27609-5761,(919) 571-0713,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 05:30:00-22:30:00 Sun: 06:00:00-21:30:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.839892,-78.643005
8460-19165,Gateway Village,800 W Trade St,Gateway Village,Ste 140,Charlotte,NC,28202-1198,(704) 333-4077,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 06:00:00-17:00:00 Sun: 07:00:00-17:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.233675,-80.850512
846-2045,Englewood,17 E. Palisades Avenue,,,Englewood,NJ,07631-2901,(201) 871-3212,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.89373,-73.974191
8462-15594,Capital Blvd.,3023 Capital Blvd.,Capital Boulevard Shoppes,,Raleigh,NC,27604-3382,(919) 875-8760,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-21:30:00,,Drive-Through | Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.821364,-78.591832
8465-37799,Abacoa Plaza,5500 Military Trail,Abacoa Plaza,,Jupiter,FL,33458-2869,(561) 775-6034,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,26.884072,-80.107077
8466-41219,Granada & A1A,247 East Granada Blvd,Granada Plaza,#6-31,Ormond Beach,FL,32176-6632,(386) 673-3930,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 06:00:00-21:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,29.292388,-81.040663
8467-51479,Riverside Ave @ Margaret Street,1650 Margaret Street,,#1,Jacksonville,FL,32204-3868,(904) 381-0055,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:30:00-22:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,30.311479,-81.680845
8468-164644,Tapestry Park,4804 Deer Lake Drive West,,,Jacksonville,FL,32246,(904) 645-5119,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,30.259438,-81.553767
8469-47984,Powder Springs Rd @ Macland,1721 Powder Springs Rd,Battlefield Village,,Marietta,GA,30064-4879,(770) 499-1251,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 06:00:00-22:30:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,33.905944,-84.602606
8470-23232,9001 S. Dixie Hwy.,9055 S. Dixie Highway,Shoppes of Pine Crest,,Pinecrest,FL,33156-1600,(305) 662-4121,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 07:00:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,25.686409,-80.310472
8473-18279,North Druid & LaVista,2826 North Druid Hills Rd,,Suite B,Atlanta,GA,30329-3908,(404) 320-7561,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,33.818544,-84.312528
8475-31199,434 & Orange,150 South SR 434,West Town Corners,1087,Altamonte Springs,FL,32714,(407) 774-1278,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-22:30:00 Sat: 05:30:00-22:30:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,28.659137,-81.42177
847-591,6th & Waverly (Waverly Place),378 6th Avenue,,,New York,NY,10011,(212) 477-2690,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 06:30:00-00:00:00 Sun: 06:30:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,40.733037,-73.99976
8476-57419,Pompano Plaza,423 S. Federal Highway,Pompano Plaza,,Pompano Beach,FL,33062-5901,(954) 545-3431,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,26.229275,-80.102852
8477-18459,S Royal Oaks @ Murfreesboro,204 S. ROYAL OAKS BLVD,Marketplace of Franklin,,Franklin,TN,37064-5313,(615) 599-2558,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.913913,-86.829075
8478-54779,Independence Mall,3500 Oleander Dr,Westfield Shoppingtown Independence,#1072,Wilmington,NC,28403-0846,(910) 784-9555,Mon: 09:00:00-21:00:00 Tue: 09:00:00-21:00:00 Wed: 09:00:00-21:00:00 Thu: 09:00:00-21:00:00 Fri: 09:00:00-21:00:00 Sat: 09:00:00-21:00:00 Sun: 11:00:00-18:30:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,34.217182,-77.907166
8481-61280,Central Ave & US 41,1 Tamiami Trail S,,,Naples,FL,34102,(239) 213-1750,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,26.14721,-81.795234
848-1792,Bishops Corner,2475 Albany Avenue,,,West Hartford,CT,06117-2520,(860) 236-7778,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-21:30:00 Sat: 06:00:00-21:30:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,41.785712,-72.745338
8483-36779,Hwy 19 & Nebraska Ave.,33840 U.S. Hwy. 19 North,,,Palm Harbor,FL,34684-2642,(727) 785-4140,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,28.079524,-82.739834
8484-54459,A1A & State Rd. 3,1047 A1A Beach Blvd.,Anastasia Plaza,Suite #18,Saint Augustine,FL,32080,(904) 461-7315,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,29.828675,-81.272276
8485-57681,401 S. Dale Mabry Hwy,401 South Dale Mabry highway,,,Tampa,FL,33609-2820,(813) 870-6844,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,27.941076,-82.506083
8486-35081,Shoppes at Deep River,3875 John Gordon Lane,,,High Point,NC,27265-8046,(336) 841-1072,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-00:00:00 Sat: 05:00:00-00:00:00 Sun: 05:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,36.035749,-79.962595
8487-56939,Landfall,1705 Eastwood Rd,Landfall Shopping Center,Ste 5E2,Wilmington,NC,28403-3640,(910) 509-0332,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 05:30:00-20:00:00 Sun: 05:30:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,34.230532,-77.834232
8488-38759,River Chase Galleria,3000 Riverchase Galleria,Riverchase Galleria,124,Hoover,AL,35244-2315,(205) 987-4867,Mon: 07:00:00-21:00:00 Tue: 07:00:00-21:00:00 Wed: 07:00:00-21:00:00 Thu: 07:00:00-21:00:00 Fri: 07:00:00-21:00:00 Sat: 07:00:00-21:00:00 Sun: 10:00:00-18:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.3789,-86.8085
849-2059,38 Park Row,38 Park Row,,#4,New York,NY,10038-1551,(212) 608-8073,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-21:30:00 Sun: 06:00:00-21:30:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,40.711837,-74.006844
8492-36143,Roswell Rd. @ Chastain,4285 Roswell Rd,Chastain Square II,Unit 6,Atlanta,GA,30342-3766,(404) 497-9121,Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:30:00 Sat: 06:30:00-20:30:00 Sun: 07:00:00-19:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards |,33.871809,-84.380618
8494-62181,Holmberg & Coral Springs Dr.,6051 Coral Ridge Dr,,,Coral Springs,FL,33076-3306,(954) 752-0213,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,26.303062,-80.27865
8495-41081,Village @ Falls Pointe,9630 Falls of the Neuse Road,Falls Pointe Shopping Center,101,Raleigh,NC,27615-2434,(919) 847-1363,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,35.904805,-78.601879
8498-53220,Sugarloaf Mills,5900 Sugarloaf Parkway,,Space 525,Lawrenceville,GA,30043-7857,(678) 847-5330,Mon: 09:30:00-21:00:00 Tue: 09:30:00-21:00:00 Wed: 09:30:00-21:00:00 Thu: 09:30:00-21:00:00 Fri: 09:30:00-21:00:00 Sat: 09:30:00-21:00:00 Sun: 11:30:00-18:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange |,33.980779,-84.081123
8499-61300,47 W. Flagler St,47 West Flagler Street,,,Miami,FL,33130-1702,(305) 372-2550,Mon: 06:00:00-18:30:00 Tue: 06:00:00-18:30:00 Wed: 06:00:00-18:30:00 Thu: 06:00:00-18:30:00 Fri: 06:00:00-18:30:00 Sat: 08:00:00-16:00:00 Sun: 00:00:00-00:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,25.774231,-80.194362
8500-40659,Carolina Place Mall,11025 Carolina Place Parkway,Carolina Place Mall,A-140,Pineville,NC,28134-8399,(704) 540-9451,Mon: 09:00:00-21:00:00 Tue: 09:00:00-21:00:00 Wed: 09:00:00-21:00:00 Thu: 09:00:00-21:00:00 Fri: 08:45:00-21:30:00 Sat: 09:00:00-21:30:00 Sun: 10:30:00-18:30:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange |,35.081273,-80.876122
8501-53222,Indian Trail @ Oak Brook Pkwy,1560 Indian Trail Lilburn Rd.,,,Norcross,GA,30093-2666,(678) 924-3738,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:30:00-22:00:00 Sun: 07:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.922071,-84.170273
8503-32839,Maple Tree Place,10 Hawthorne Street,Maple Tree Place,,Williston,VT,05495-8212,(802) 878-7360,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-20:30:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,44.456056,-73.124645
8504-36120,Beach & University,5960-1 Beach Blvd,University Pointe,,Jacksonville,FL,32207-5113,(904) 346-0094,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-20:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,30.291888,-81.602228
8505-57399,Commerical & University,5435 N. University Drive,Universal Plaza,Bay B10,Lauderhill,FL,33351-5021,(954) 747-1661,Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-21:30:00 Sat: 06:00:00-21:30:00 Sun: 07:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,26.191588,-80.252625
8506-62200,10th St & South Miami Ave.,901 South Miami Avenue,Mary Brickell Village,106,Miami,FL,33130-3042,(305) 372-7922,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,25.765197,-80.193039
8507-57680,Biscayne & 69th St.,6815 Biscayne Boulevard,,,Miami,FL,33138-6292,(305) 758-1619,Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,25.83859,-80.18406
8508-41240,Windward Pkwy @ Hwy 9,5315A Windward Parkway,Windward Village Plaza,,Alpharetta,GA,30004-8915,(770) 772-0228,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:30:00 Sat: 06:00:00-21:30:00 Sun: 06:30:00-20:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,34.089692,-84.27473
8509-177984,A1A & Palm Valley Ponte Vedra,2 Fairfield Boulevard,#12,,Ponte Vedra,FL,32082-4621,(904) 280-1687,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,30.188206,-81.380226
851-1540,Manchester,1428A Pleasant Valley Road,,,Manchester,CT,06042-8761,(860) 644-3736,Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 07:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,41.805597,-72.558927
8512-27034,Abernathy Square,6681 K Roswell Rd,Abernathy Square,,Atlanta,GA,30328-3185,(404) 459-0443,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:30:00-21:00:00 Sun: 07:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,33.9362,-84.37863
8514-62705,Fletcher & Park Edge,8229 Parkedge Drive,The Hidden River Collection,,Tampa,FL,33637-1101,(813) 979-4848,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,28.06968,-82.367483
8517-37400,Stratford Road,110 Oakwood Drive,,Space U122,Winston-Salem,NC,27103-1957,(336) 721-0021,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-00:00:00 Sat: 05:00:00-00:00:00 Sun: 05:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,36.09042,-80.282961
8518-63726,College Street,317-1 S. College Road,University Commons,317,Wilmington,NC,28403-1601,(910) 798-9677,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,34.236162,-77.872381
8519-182087,RiverChase,11232 Tamiami Trail N,RiverChase Shopping Center,,Naples,FL,34110-4801,(239) 591-8628,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,,Drive-Through | Starbucks Reserve-Clover Brewed | Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,26.272963,-81.800994
8520-64961,Dadeland Mall Macy's West,7575 SW 88th Street,,,Miami,FL,33173-3562,(305) 666-5115,Mon: 08:00:00-21:30:00 Tue: 08:00:00-21:30:00 Wed: 08:00:00-21:30:00 Thu: 08:00:00-21:30:00 Fri: 08:00:00-22:00:00 Sat: 08:00:00-22:00:00 Sun: 10:00:00-19:30:00,,Oven-warmed Food | Mobile Payment | Digital Rewards |,25.690545,-80.313215
852-2047,1656 Broadway,1656 Broadway,,,New York,NY,10019-6234,(212) 397-7124,Mon: 06:00:00-00:00:00 Tue: 06:00:00-00:00:00 Wed: 06:00:00-00:00:00 Thu: 06:00:00-00:00:00 Fri: 06:00:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.762092,-73.983345
8525-66554,Bellevue-Hwy 70,7083 Highway 70 S.,,,Nashville,TN,37221-2207,(615) 673-0235,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:30:00 Sat: 05:30:00-21:30:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,36.074449,-86.920475
